Orcaflex Simulation of 15 MW floating offshore wind turbine;;;;;;
;;;;;;
Time;Wind speed;Sea surface;Mooring force;Tilt;Nac. acc.;Tower mom.
(s);(m/s);(m);(kN);(deg.);(m/s2);(kNm)
42.2;31.18;0.98;3858.33;-2.87;0.65;-78567.22
42.3;31.72;1.18;3940.46;-2.91;0.58;-103001.96
42.4;32.3;1.39;4024.2;-2.95;0.5;-127671.47
42.5;32.91;1.59;4109.22;-2.98;0.43;-152239.42
42.6;33.52;1.8;4195.28;-3.02;0.36;-176648.52
42.7;34.12;2.02;4282.27;-3.06;0.29;-200424.95
42.8;34.67;2.23;4370.13;-3.1;0.22;-223275.61
42.9;35.18;2.46;4458.84;-3.14;0.16;-245490.66
43;35.62;2.69;4548.31;-3.17;0.09;-266987.58
43.1;35.98;2.92;4638.4;-3.21;0.03;-287751.27
43.2;36.26;3.17;4728.85;-3.25;-0.03;-308085.77
43.3;36.45;3.42;4819.32;-3.29;-0.1;-329037.71
43.4;36.56;3.67;4909.46;-3.32;-0.16;-349116.88
43.5;36.58;3.94;4999.01;-3.36;-0.23;-369618.82
43.6;36.52;4.21;5087.83;-3.39;-0.3;-389772.26
43.7;36.4;4.49;5175.92;-3.43;-0.36;-409500.01
43.8;36.22;4.76;5263.3;-3.46;-0.43;-428827.47
43.9;35.99;5.04;5350.04;-3.49;-0.5;-447759.37
44;35.72;5.32;5436.19;-3.52;-0.56;-465607.74
44.1;35.44;5.6;5521.74;-3.55;-0.62;-482308.34
44.2;35.15;5.88;5606.59;-3.58;-0.68;-498427.05
44.3;34.85;6.15;5690.51;-3.6;-0.74;-514593.18
44.4;34.57;6.41;5773.25;-3.63;-0.79;-529918.82
44.5;34.3;6.68;5854.62;-3.65;-0.85;-544355.69
44.6;34.06;6.93;5934.58;-3.67;-0.89;-557834.33
44.7;33.83;7.18;6013.18;-3.69;-0.94;-570306.36
44.8;33.63;7.43;6090.57;-3.7;-0.98;-581902.46
44.9;33.44;7.67;6166.84;-3.72;-1.03;-595032.05
45;33.27;7.9;6242.18;-3.73;-1.07;-604096.3
45.1;33.11;8.13;6316.67;-3.74;-1.1;-612111.37
45.2;32.94;8.35;6390.27;-3.75;-1.13;-619576.96
45.3;32.77;8.56;6462.82;-3.75;-1.16;-627626.66
45.4;32.59;8.75;6534.14;-3.75;-1.2;-636820.92
45.5;32.38;8.94;6604.09;-3.75;-1.23;-646169.42
45.6;32.16;9.1;6672.65;-3.75;-1.27;-655427.74
45.7;31.9;9.24;6739.95;-3.74;-1.31;-664628.55
45.8;31.63;9.37;6806.2;-3.73;-1.35;-673954.74
45.9;31.34;9.46;6871.62;-3.72;-1.38;-683172.31
46;31.03;9.52;6936.34;-3.71;-1.42;-692231.19
46.1;30.72;9.55;7000.41;-3.69;-1.46;-701036.19
46.2;30.41;9.55;7063.78;-3.67;-1.49;-709482.77
46.3;30.12;9.5;7126.3;-3.64;-1.53;-717438.53
46.4;29.86;9.42;7187.8;-3.61;-1.56;-724765.37
46.5;29.64;9.31;7248.12;-3.58;-1.59;-731362.02
46.6;29.48;9.15;7307.19;-3.54;-1.61;-737189.21
46.7;29.38;8.96;7365.1;-3.5;-1.63;-742383.59
46.8;29.34;8.73;7422.07;-3.46;-1.65;-746703.96
46.9;29.37;8.47;7478.31;-3.41;-1.67;-749943.82
47;29.48;8.18;7533.95;-3.36;-1.68;-752234.01
47.1;29.64;7.86;7588.93;-3.31;-1.68;-754048.41
47.2;29.87;7.51;7643.04;-3.25;-1.69;-755767.68
47.3;30.14;7.14;7696.06;-3.19;-1.69;-757337.65
47.4;30.44;6.75;7747.77;-3.12;-1.7;-758275.42
47.5;30.75;6.34;7798.04;-3.06;-1.7;-758519.87
47.6;31.05;5.91;7846.8;-2.98;-1.7;-758206.2
47.7;31.34;5.46;7894.07;-2.91;-1.69;-757668.07
47.8;31.58;5.01;7939.92;-2.83;-1.69;-757184.73
47.9;31.76;4.55;7984.47;-2.75;-1.69;-756731.78
48;31.88;4.08;8027.76;-2.67;-1.7;-756012.54
48.1;31.92;3.61;8069.7;-2.58;-1.7;-754927.03
48.2;31.88;3.15;8110.01;-2.49;-1.7;-754527.87
48.3;31.77;2.7;8148.27;-2.4;-1.71;-755771.19
48.4;31.59;2.25;8184.14;-2.3;-1.73;-757085.15
48.5;31.37;1.82;8217.38;-2.2;-1.74;-758576.23
48.6;31.11;1.41;8247.91;-2.1;-1.76;-759392.56
48.7;30.84;1.02;8275.73;-2;-1.76;-758227.84
48.8;30.59;0.64;8300.91;-1.9;-1.76;-754911.06
48.9;30.38;0.29;8323.48;-1.79;-1.76;-749558.03
49;30.25;-0.05;8343.53;-1.68;-1.74;-742256.14
49.1;30.21;-0.38;8360.83;-1.57;-1.72;-733174.88
49.2;30.29;-0.68;8375.03;-1.46;-1.69;-721602.31
49.3;30.5;-0.98;8385.78;-1.35;-1.65;-708071.19
49.4;30.87;-1.27;8392.71;-1.23;-1.6;-692640.83
49.5;31.38;-1.56;8395.55;-1.12;-1.54;-675358.23
49.6;32.04;-1.84;8394.19;-1;-1.48;-656303.44
49.7;32.85;-2.12;8388.67;-0.88;-1.4;-635619.03
49.8;33.77;-2.41;8379.08;-0.77;-1.32;-613473.45
49.9;34.79;-2.69;8365.46;-0.65;-1.24;-589589.1
50;35.88;-2.97;8347.76;-0.53;-1.14;-563914.66
50.1;37;-3.25;8325.78;-0.42;-1.04;-536669.12
50.2;38.12;-3.53;8299.27;-0.3;-0.93;-508093.71
50.3;39.2;-3.81;8267.96;-0.19;-0.83;-478520.03
50.4;40.21;-4.07;8231.6;-0.08;-0.71;-447873.33
50.5;41.12;-4.33;8190.09;0.03;-0.6;-416273.86
50.6;41.89;-4.58;8143.45;0.14;-0.49;-383888
50.7;42.52;-4.82;8091.78;0.25;-0.38;-350913.38
50.8;42.99;-5.05;8035.2;0.35;-0.27;-317087.06
50.9;43.29;-5.27;7973.85;0.45;-0.15;-281564.04
51;43.44;-5.47;7907.95;0.55;-0.04;-243347.45
51.1;43.44;-5.67;7837.65;0.65;0.08;-202490.06
51.2;43.31;-5.86;7762.98;0.74;0.21;-160285.62
51.3;43.09;-6.04;7683.82;0.83;0.33;-118510.39
51.4;42.81;-6.22;7600.13;0.91;0.44;-78620.4
51.5;42.5;-6.39;7512.01;0.99;0.54;-40793.52
51.6;42.19;-6.55;7419.64;1.07;0.64;-5622.5
51.7;41.94;-6.71;7323.22;1.15;0.73;-27866.48
51.8;41.76;-6.87;7222.96;1.22;0.81;-58155.14
51.9;41.69;-7.01;7119.07;1.28;0.89;-86425.77
52;41.75;-7.14;7011.86;1.34;0.96;-113840.71
52.1;41.95;-7.27;6901.64;1.4;1.04;-140265.29
52.2;42.31;-7.38;6788.71;1.46;1.11;-164346.84
52.3;42.81;-7.47;6673.28;1.51;1.18;-184441.21
52.4;43.44;-7.55;6555.51;1.55;1.23;-199927.55
52.5;44.19;-7.62;6435.62;1.6;1.26;-211359.18
52.6;45.03;-7.67;6313.84;1.63;1.29;-219365.76
52.7;45.92;-7.7;6190.39;1.67;1.31;-224943.24
52.8;46.84;-7.72;6065.55;1.7;1.34;-231364.45
52.9;47.74;-7.72;5939.64;1.72;1.38;-240621.66
53;48.59;-7.7;5812.99;1.75;1.42;-253811.89
53.1;49.34;-7.67;5685.92;1.77;1.48;-268901.87
53.2;49.98;-7.62;5558.78;1.78;1.54;-285360.97
53.3;50.48;-7.55;5432;1.79;1.59;-301508.06
53.4;50.8;-7.47;5305.99;1.8;1.63;-316955.19
53.5;50.96;-7.36;5181.16;1.81;1.67;-331457.38
53.6;50.93;-7.25;5057.9;1.81;1.7;-345322.54
53.7;50.73;-7.11;4936.59;1.81;1.72;-357366.24
53.8;50.37;-6.96;4817.36;1.81;1.73;-364926.58
53.9;49.86;-6.79;4700.26;1.8;1.72;-368681.2
54;49.23;-6.62;4585.42;1.8;1.7;-369185.88
54.1;48.5;-6.43;4473.03;1.79;1.66;-366505.7
54.2;47.72;-6.24;4363.32;1.78;1.62;-361190.11
54.3;46.89;-6.04;4256.6;1.76;1.57;-353760.9
54.4;46.06;-5.84;4153.14;1.75;1.52;-344084.37
54.5;45.25;-5.64;4053.17;1.73;1.46;-332082.16
54.6;44.47;-5.45;3956.9;1.71;1.4;-318772.02
54.7;43.76;-5.26;3864.49;1.69;1.34;-304917.69
54.8;43.11;-5.08;3775.95;1.67;1.29;-291166.19
54.9;42.53;-4.9;3691.11;1.65;1.23;-278017.58
55;42.02;-4.72;3609.71;1.62;1.19;-265988.37
55.1;41.57;-4.54;3531.56;1.6;1.15;-255843.06
55.2;41.19;-4.36;3456.62;1.57;1.12;-247188.16
55.3;40.84;-4.16;3384.98;1.54;1.09;-239640.02
55.4;40.51;-3.96;3316.86;1.51;1.07;-233120.24
55.5;40.19;-3.75;3252.46;1.48;1.05;-227563.52
55.6;39.86;-3.52;3191.86;1.45;1.03;-222812.12
55.7;39.51;-3.28;3135.1;1.42;1.02;-220983.22
55.8;39.11;-3.03;3082.25;1.39;1.03;-224724.22
55.9;38.67;-2.77;3033.29;1.35;1.04;-230231.73
56;38.18;-2.51;2987.94;1.32;1.05;-233619.65
56.1;37.63;-2.25;2945.95;1.28;1.05;-237292.64
56.2;37.03;-2;2907.15;1.24;1.06;-240181.41
56.3;36.38;-1.76;2871.53;1.2;1.05;-241470.1
56.4;35.71;-1.54;2839.41;1.17;1.05;-242252.26
56.5;35.02;-1.35;2811.19;1.13;1.04;-241729.99
56.6;34.32;-1.18;2787.07;1.09;1.01;-235228.61
56.7;33.65;-1.03;2767.06;1.05;0.96;-224683.57
56.8;33.02;-0.91;2751.03;1;0.91;-210866.87
56.9;32.44;-0.81;2738.82;0.96;0.85;-195209.05
57;31.93;-0.72;2730.18;0.92;0.8;-179769.91
57.1;31.51;-0.65;2724.83;0.88;0.75;-164036.55
57.2;31.2;-0.59;2722.42;0.84;0.69;-147136.16
57.3;30.99;-0.53;2722.8;0.8;0.64;-131306.24
57.4;30.89;-0.47;2726.08;0.76;0.6;-116922.39
57.5;30.92;-0.4;2732.54;0.71;0.56;-103222.86
57.6;31.06;-0.32;2742.37;0.67;0.52;-89521.19
57.7;31.32;-0.23;2755.54;0.63;0.49;-75760.2
57.8;31.7;-0.12;2771.75;0.59;0.46;-62372.91
57.9;32.19;-0.01;2790.55;0.55;0.43;-49450.93
58;32.77;0.11;2811.52;0.51;0.4;-37416.86
58.1;33.46;0.24;2834.38;0.48;0.39;-26483.21
58.2;34.23;0.37;2858.96;0.44;0.37;-16775.26
58.3;35.08;0.49;2885.21;0.4;0.37;-8443.61
58.4;36;0.62;2913.18;0.36;0.36;-2339.58
58.5;36.99;0.74;2943.03;0.33;0.37;-5021.55
58.6;38.03;0.85;2974.94;0.29;0.38;-9348.44
58.7;39.12;0.96;3008.96;0.25;0.39;-12828.19
58.8;40.25;1.07;3044.91;0.21;0.41;-15128.85
58.9;41.41;1.17;3082.38;0.18;0.44;-16487.47
59;42.59;1.28;3120.9;0.14;0.47;-16917.88
59.1;43.77;1.38;3160.13;0.11;0.5;-16603.34
59.2;44.95;1.49;3199.96;0.07;0.53;-15747.46
59.3;46.1;1.61;3240.42;0.03;0.57;-14554.67
59.4;47.21;1.73;3281.65;-0.01;0.6;-13199.18
59.5;48.26;1.85;3323.8;-0.04;0.64;-11790.48
59.6;49.24;1.98;3366.95;-0.08;0.67;-10474.28
59.7;50.14;2.11;3411.11;-0.12;0.7;-9231.43
59.8;50.92;2.23;3456.15;-0.16;0.73;-8230.29
59.9;51.59;2.36;3501.76;-0.2;0.76;-7645.58
60;52.13;2.47;3547.57;-0.24;0.78;-7313.91
60.1;52.54;2.58;3593.26;-0.28;0.8;-7140.73
60.2;52.81;2.68;3638.72;-0.33;0.81;-7319.16
60.3;52.95;2.76;3684;-0.37;0.82;-8020.15
60.4;52.96;2.83;3729.3;-0.42;0.82;-9341.98
60.5;52.85;2.89;3774.83;-0.46;0.82;-11538.46
60.6;52.65;2.93;3820.68;-0.51;0.81;-14509.53
60.7;52.36;2.97;3866.82;-0.56;0.8;-18076
60.8;52.02;2.99;3913.11;-0.61;0.79;-22204.05
60.9;51.65;3.01;3959.27;-0.66;0.77;-26899.01
61;51.28;3.03;4005.03;-0.71;0.75;-31989.34
61.1;50.92;3.05;4050.18;-0.76;0.74;-37299.5
61.2;50.61;3.06;4094.61;-0.82;0.72;-42867.41
61.3;50.37;3.09;4138.42;-0.87;0.7;-48738.24
61.4;50.21;3.12;4181.8;-0.93;0.68;-54913.39
61.5;50.15;3.16;4224.98;-0.98;0.67;-61366.3
61.6;50.19;3.2;4268.12;-1.04;0.65;-68097.84
61.7;50.35;3.26;4311.2;-1.1;0.64;-75087.96
61.8;50.6;3.32;4354.09;-1.16;0.63;-82275.46
61.9;50.94;3.39;4396.55;-1.22;0.62;-89575.95
62;51.36;3.46;4438.39;-1.28;0.61;-96932.6
62.1;51.84;3.54;4479.47;-1.34;0.6;-104445.28
62.2;52.36;3.62;4519.76;-1.4;0.6;-112057.23
62.3;52.88;3.7;4559.38;-1.47;0.59;-119706.74
62.4;53.4;3.78;4598.54;-1.53;0.58;-127615.48
62.5;53.87;3.85;4637.48;-1.6;0.57;-136529.5
62.6;54.29;3.91;4676.38;-1.66;0.56;-146555.16
62.7;54.62;3.97;4715.25;-1.73;0.54;-157646.33
62.8;54.87;4.01;4754.01;-1.79;0.52;-169687.71
62.9;55.02;4.05;4792.46;-1.86;0.49;-182575.57
63;55.07;4.07;4830.41;-1.93;0.45;-196175.88
63.1;55.01;4.09;4867.75;-2;0.41;-210355.28
63.2;54.86;4.1;4904.5;-2.07;0.37;-225004.56
63.3;54.63;4.1;4940.79;-2.14;0.33;-240030.85
63.4;54.33;4.1;4976.83;-2.21;0.28;-255413.73
63.5;53.97;4.11;5012.77;-2.28;0.23;-271112.69
63.6;53.59;4.12;5048.78;-2.34;0.18;-286720.59
63.7;53.19;4.14;5084.91;-2.41;0.13;-302440.53
63.8;52.79;4.18;5121.04;-2.48;0.08;-318239.85
63.9;52.42;4.23;5157;-2.55;0.04;-333998.29
64;52.07;4.3;5192.6;-2.62;-0.01;-349617
64.1;51.76;4.39;5227.71;-2.69;-0.06;-365022.3
64.2;51.5;4.49;5262.35;-2.76;-0.1;-380169.27
64.3;51.28;4.61;5296.63;-2.83;-0.14;-395041.99
64.4;51.1;4.73;5330.73;-2.89;-0.18;-409648.33
64.5;50.95;4.87;5364.82;-2.96;-0.22;-424009.37
64.6;50.83;5;5398.99;-3.03;-0.25;-438146.11
64.7;50.72;5.13;5433.24;-3.09;-0.29;-452069.34
64.8;50.61;5.24;5467.47;-3.16;-0.32;-465784.55
64.9;50.49;5.34;5501.51;-3.22;-0.36;-479358.46
65;50.34;5.42;5535.17;-3.28;-0.39;-492614.78
65.1;50.16;5.47;5568.34;-3.35;-0.42;-505415.24
65.2;49.94;5.5;5601;-3.41;-0.45;-517995.74
65.3;49.67;5.5;5633.19;-3.47;-0.49;-530591.94
65.4;49.37;5.46;5665.05;-3.53;-0.52;-543333.09
65.5;49.04;5.4;5696.7;-3.59;-0.56;-556193.14
65.6;48.68;5.31;5728.18;-3.64;-0.59;-568910.85
65.7;48.3;5.2;5759.45;-3.7;-0.63;-581485.58
65.8;47.92;5.06;5790.37;-3.76;-0.67;-593984.68
65.9;47.56;4.91;5820.72;-3.81;-0.7;-606428.09
66;47.22;4.74;5850.28;-3.86;-0.74;-618796.75
66.1;46.92;4.55;5878.9;-3.92;-0.77;-631036.46
66.2;46.67;4.35;5906.52;-3.97;-0.8;-643097.49
66.3;46.49;4.14;5933.2;-4.02;-0.83;-654965.27
66.4;46.36;3.93;5959.02;-4.06;-0.86;-666657.13
66.5;46.31;3.72;5984.05;-4.11;-0.89;-678207.52
66.6;46.31;3.5;6008.31;-4.16;-0.92;-689574.2
66.7;46.37;3.28;6031.72;-4.2;-0.94;-700829.74
66.8;46.48;3.07;6054.1;-4.24;-0.96;-712086.32
66.9;46.61;2.87;6075.24;-4.28;-0.99;-723144.79
67;46.77;2.67;6094.93;-4.32;-1.01;-733707.17
67.1;46.92;2.49;6113.02;-4.36;-1.03;-743663.39
67.2;47.05;2.32;6129.48;-4.4;-1.05;-752990.41
67.3;47.16;2.16;6144.38;-4.44;-1.06;-761720.4
67.4;47.21;2.01;6157.8;-4.47;-1.08;-769888.02
67.5;47.21;1.87;6169.86;-4.51;-1.09;-777528.69
67.6;47.15;1.74;6180.55;-4.54;-1.11;-784672.45
67.7;47.03;1.62;6189.77;-4.57;-1.13;-791345.63
67.8;46.84;1.5;6197.35;-4.6;-1.14;-797551
67.9;46.59;1.38;6203.06;-4.63;-1.16;-803261.04
68;46.29;1.25;6206.73;-4.66;-1.17;-808427.58
68.1;45.95;1.11;6208.28;-4.68;-1.18;-812984.24
68.2;45.59;0.96;6207.71;-4.71;-1.2;-816855.88
68.3;45.22;0.79;6205.14;-4.73;-1.21;-819985.84
68.4;44.84;0.6;6200.73;-4.75;-1.21;-822393.8
68.5;44.49;0.4;6194.62;-4.77;-1.22;-824200.77
68.6;44.16;0.17;6186.85;-4.79;-1.22;-825601.25
68.7;43.86;-0.06;6177.37;-4.81;-1.23;-826896.11
68.8;43.59;-0.31;6166.03;-4.83;-1.23;-828479.54
68.9;43.36;-0.57;6152.64;-4.84;-1.23;-830666.96
69;43.15;-0.83;6136.99;-4.86;-1.24;-833501.68
69.1;42.97;-1.1;6118.99;-4.87;-1.25;-836888.47
69.2;42.79;-1.36;6098.63;-4.88;-1.25;-840545.99
69.3;42.61;-1.62;6076;-4.89;-1.26;-844077.83
69.4;42.41;-1.88;6051.22;-4.9;-1.27;-846676.68
69.5;42.18;-2.12;6024.4;-4.91;-1.27;-848726.67
69.6;41.9;-2.37;5995.58;-4.92;-1.27;-849909.77
69.7;41.56;-2.61;5964.68;-4.93;-1.27;-849738.61
69.8;41.16;-2.84;5931.54;-4.93;-1.26;-847594.45
69.9;40.69;-3.07;5895.99;-4.94;-1.25;-842311.97
70;40.15;-3.3;5857.83;-4.94;-1.22;-834115.73
70.1;39.56;-3.53;5816.93;-4.94;-1.19;-823563.97
70.2;38.91;-3.76;5773.2;-4.95;-1.16;-810927.78
70.3;38.22;-3.99;5726.69;-4.95;-1.12;-796454.47
70.4;37.52;-4.22;5677.5;-4.95;-1.07;-780359.17
70.5;36.82;-4.44;5625.79;-4.95;-1.02;-762839.45
70.6;36.15;-4.66;5571.67;-4.95;-0.97;-744248.47
70.7;35.52;-4.87;5515.21;-4.95;-0.91;-725317.55
70.8;34.96;-5.06;5456.41;-4.95;-0.86;-705835.19
70.9;34.48;-5.25;5395.22;-4.95;-0.8;-685687.08
71;34.1;-5.41;5331.6;-4.95;-0.73;-664952.15
71.1;33.83;-5.56;5265.61;-4.95;-0.67;-643298.64
71.2;33.67;-5.69;5197.36;-4.96;-0.59;-620449.87
71.3;33.62;-5.81;5127;-4.96;-0.52;-596641.85
71.4;33.68;-5.91;5054.68;-4.96;-0.43;-572717.71
71.5;33.84;-6;4980.6;-4.96;-0.35;-547676.62
71.6;34.09;-6.08;4904.97;-4.96;-0.26;-523578.04
71.7;34.4;-6.14;4827.98;-4.97;-0.17;-499747.41
71.8;34.77;-6.21;4749.77;-4.97;-0.09;-476012.6
71.9;35.18;-6.26;4670.42;-4.98;0;-452214.38
72;35.61;-6.32;4590.02;-4.98;0.09;-428633.48
72.1;36.05;-6.37;4508.69;-4.99;0.18;-405157.18
72.2;36.49;-6.41;4426.65;-5;0.27;-381542.94
72.3;36.92;-6.46;4344.15;-5.01;0.35;-358965.17
72.4;37.35;-6.5;4261.49;-5.02;0.43;-338300.15
72.5;37.79;-6.54;4179.08;-5.03;0.5;-317618.67
72.6;38.23;-6.57;4097.06;-5.04;0.57;-301542.27
72.7;38.68;-6.6;4015.43;-5.06;0.62;-289007.33
72.8;39.18;-6.62;3934.25;-5.07;0.67;-276556.46
72.9;39.71;-6.64;3853.61;-5.09;0.73;-264443.7
73;40.31;-6.65;3773.68;-5.11;0.8;-248069.24
73.1;40.98;-6.65;3694.57;-5.13;0.87;-231112.13
73.2;41.72;-6.65;3616.38;-5.16;0.94;-215686.25
73.3;42.55;-6.64;3539.34;-5.18;1;-202798.33
73.4;43.44;-6.62;3464;-5.21;1.07;-189231.68
73.5;44.4;-6.6;3390.77;-5.24;1.12;-182120.53
73.6;45.4;-6.58;3319.69;-5.27;1.14;-182566.16
73.7;46.42;-6.55;3250.81;-5.3;1.17;-182366.2
73.8;47.43;-6.5;3184.13;-5.33;1.2;-180624.34
73.9;48.39;-6.45;3119.46;-5.37;1.23;-177767.9
74;49.27;-6.39;3056.96;-5.41;1.29;-166144.09
74.1;50.04;-6.31;2996.89;-5.45;1.35;-152397.59
74.2;50.65;-6.21;2939.48;-5.49;1.42;-137692.14
74.3;51.07;-6.09;2884.96;-5.53;1.48;-122072.78
74.4;51.28;-5.95;2833.67;-5.58;1.54;-104981.61
74.5;51.27;-5.79;2786.11;-5.62;1.6;-88473.09
74.6;51.02;-5.61;2742.71;-5.67;1.64;-73949.48
74.7;50.55;-5.41;2703.6;-5.72;1.67;-61930.12
74.8;49.86;-5.2;2668.65;-5.78;1.69;-53936.88
74.9;48.98;-4.96;2637.55;-5.83;1.68;-52414.82
75;47.95;-4.71;2610.07;-5.89;1.65;-55075.78
75.1;46.82;-4.44;2586.28;-5.95;1.62;-60016.57
75.2;45.64;-4.17;2566.41;-6;1.59;-65949
75.3;44.45;-3.89;2550.73;-6.06;1.55;-72742.11
75.4;43.33;-3.6;2539.52;-6.12;1.51;-80699.49
75.5;42.32;-3.3;2533.01;-6.19;1.48;-90269.8
75.6;41.47;-3;2531.42;-6.25;1.44;-101216.02
75.7;40.84;-2.7;2534.88;-6.31;1.4;-111528.49
75.8;40.44;-2.39;2543.2;-6.38;1.36;-124342.57
75.9;40.3;-2.08;2555.89;-6.44;1.32;-139882.55
76;40.42;-1.77;2572.29;-6.51;1.27;-157196.08
76.1;40.8;-1.45;2591.9;-6.57;1.22;-177253.28
76.2;41.41;-1.13;2614.58;-6.64;1.16;-199438.67
76.3;42.22;-0.81;2640.45;-6.71;1.1;-223364.65
76.4;43.17;-0.49;2669.73;-6.78;1.04;-248793.61
76.5;44.22;-0.18;2702.57;-6.85;0.97;-275450.77
76.6;45.31;0.14;2738.98;-6.91;0.91;-303167.91
76.7;46.36;0.45;2778.83;-6.98;0.84;-331807.61
76.8;47.32;0.75;2821.88;-7.05;0.76;-361258.67
76.9;48.13;1.05;2867.75;-7.12;0.68;-391351.18
77;48.73;1.33;2915.99;-7.19;0.59;-422000.57
77.1;49.08;1.61;2966.2;-7.26;0.49;-453409.73
77.2;49.17;1.88;3018.17;-7.32;0.38;-486384.65
77.3;48.97;2.13;3072;-7.39;0.27;-519944.46
77.4;48.49;2.38;3128.02;-7.46;0.15;-553179.58
77.5;47.74;2.62;3186.55;-7.52;0.02;-585999.85
77.6;46.76;2.85;3247.72;-7.58;-0.1;-618103.64
77.7;45.59;3.08;3311.39;-7.64;-0.23;-649570.59
77.8;44.29;3.29;3377.23;-7.7;-0.36;-680014.62
77.9;42.91;3.51;3444.86;-7.76;-0.48;-709296.29
78;41.51;3.71;3513.91;-7.81;-0.6;-737300.79
78.1;40.18;3.91;3584.11;-7.86;-0.72;-763802.29
78.2;38.95;4.1;3655.33;-7.91;-0.82;-788770.36
78.3;37.89;4.29;3727.63;-7.96;-0.92;-812303.31
78.4;37.05;4.46;3801.26;-8;-1.01;-834559.51
78.5;36.45;4.63;3876.5;-8.03;-1.09;-855481.27
78.6;36.11;4.79;3953.57;-8.07;-1.16;-873906.73
78.7;36.04;4.93;4032.42;-8.1;-1.21;-890462.96
78.8;36.22;5.07;4112.75;-8.12;-1.27;-906173.94
78.9;36.64;5.2;4194.14;-8.15;-1.31;-922304.92
79;37.26;5.31;4276.18;-8.16;-1.36;-939155.52
79.1;38.03;5.43;4358.67;-8.18;-1.4;-954119.13
79.2;38.92;5.53;4441.6;-8.19;-1.43;-967590.73
79.3;39.85;5.63;4525.1;-8.19;-1.46;-980057.27
79.4;40.79;5.73;4609.4;-8.2;-1.49;-991441.44
79.5;41.67;5.83;4694.72;-8.19;-1.5;-1001689.04
79.6;42.47;5.92;4781.19;-8.19;-1.52;-1010685.52
79.7;43.13;6.01;4868.78;-8.17;-1.54;-1018694.31
79.8;43.64;6.1;4957.23;-8.16;-1.55;-1025472.11
79.9;43.98;6.18;5046.13;-8.14;-1.56;-1031064.1
80;44.15;6.26;5135.01;-8.12;-1.58;-1036027.35
80.1;44.15;6.32;5223.59;-8.09;-1.59;-1040481.41
80.2;44.02;6.38;5311.75;-8.06;-1.61;-1044301.9
80.3;43.78;6.42;5399.58;-8.02;-1.62;-1047532.14
80.4;43.46;6.44;5487.31;-7.98;-1.64;-1050698.8
80.5;43.1;6.44;5575.08;-7.94;-1.66;-1053896.06
80.6;42.76;6.41;5662.94;-7.89;-1.68;-1056227.8
80.7;42.46;6.37;5750.82;-7.84;-1.69;-1057623.29
80.8;42.25;6.3;5838.36;-7.79;-1.7;-1058145.91
80.9;42.16;6.21;5925.11;-7.73;-1.71;-1057849.03
81;42.21;6.1;6010.61;-7.67;-1.71;-1056766.04
81.1;42.42;5.98;6094.51;-7.61;-1.71;-1054975.92
81.2;42.79;5.83;6176.57;-7.54;-1.7;-1052698.67
81.3;43.32;5.68;6256.8;-7.47;-1.69;-1050087.05
81.4;43.99;5.51;6335.38;-7.4;-1.67;-1046843.37
81.5;44.78;5.34;6412.46;-7.32;-1.65;-1042835.87
81.6;45.66;5.16;6488.06;-7.25;-1.62;-1037999.87
81.7;46.59;4.97;6562.03;-7.17;-1.59;-1032318.07
81.8;47.55;4.79;6634.07;-7.08;-1.56;-1025815.85
81.9;48.5;4.6;6703.78;-7;-1.52;-1018472.53
82;49.4;4.41;6770.79;-6.91;-1.48;-1010257.36
82.1;50.23;4.21;6834.8;-6.82;-1.44;-1001167.14
82.2;50.96;4;6895.67;-6.73;-1.4;-991216.35
82.3;51.57;3.79;6953.44;-6.63;-1.36;-980448.19
82.4;52.07;3.56;7008.3;-6.54;-1.31;-968982.27
82.5;52.43;3.32;7060.44;-6.44;-1.27;-957064.77
82.6;52.68;3.07;7109.92;-6.35;-1.23;-944701.3
82.7;52.82;2.8;7156.66;-6.25;-1.2;-931862.34
82.8;52.87;2.51;7200.38;-6.15;-1.16;-918656.88
82.9;52.85;2.2;7240.72;-6.05;-1.13;-905365.62
83;52.78;1.88;7277.31;-5.95;-1.09;-892606.79
83.1;52.69;1.55;7309.8;-5.85;-1.06;-879983.4
83.2;52.59;1.2;7338.13;-5.75;-1.03;-865175.76
83.3;52.5;0.86;7362.51;-5.65;-0.98;-847927.13
83.4;52.44;0.51;7383.34;-5.55;-0.93;-828203.07
83.5;52.42;0.17;7401.01;-5.44;-0.86;-806053.38
83.6;52.42;-0.16;7415.63;-5.34;-0.79;-781582
83.7;52.46;-0.49;7427.21;-5.24;-0.71;-754935.94
83.8;52.52;-0.79;7435.65;-5.14;-0.62;-726357.02
83.9;52.59;-1.08;7440.7;-5.04;-0.53;-696206.06
84;52.67;-1.35;7442.05;-4.94;-0.43;-664393.62
84.1;52.72;-1.59;7439.71;-4.84;-0.32;-631016.21
84.2;52.74;-1.82;7433.62;-4.75;-0.22;-596724.06
84.3;52.71;-2.03;7424.04;-4.65;-0.11;-561778.13
84.4;52.63;-2.23;7411.37;-4.56;0;-526492.02
84.5;52.48;-2.41;7396.02;-4.46;0.1;-492552.45
84.6;52.26;-2.57;7378.3;-4.37;0.2;-456792.35
84.7;51.99;-2.72;7358.36;-4.28;0.31;-421687.51
84.8;51.65;-2.86;7336.2;-4.2;0.4;-387923.96
