Orcaflex Simulation of 15 MW floating offshore wind turbine;;;;;;
;;;;;;
Time;Wind speed;Sea surface;Mooring force;Tilt;Nac. acc.;Tower mom.
(s);(m/s);(m);(kN);(deg.);(m/s2);(kNm)
690.1;38.31;1.28;4839.06;-5.56;-0.24;-523585.25
690.2;37.73;1.38;4860.31;-5.55;-0.29;-533033.65
690.3;37.19;1.48;4881.09;-5.53;-0.33;-542482.82
690.4;36.7;1.56;4901.35;-5.52;-0.38;-552450.29
690.5;36.28;1.62;4921.05;-5.51;-0.43;-562656.89
690.6;35.93;1.67;4940.09;-5.5;-0.47;-572958.37
690.7;35.64;1.69;4958.37;-5.48;-0.52;-583323.42
690.8;35.41;1.7;4975.82;-5.47;-0.56;-593996.98
690.9;35.25;1.7;4992.37;-5.45;-0.6;-605024.41
691;35.14;1.68;5008.01;-5.43;-0.64;-615176.85
691.1;35.08;1.65;5022.7;-5.41;-0.68;-624119.62
691.2;35.06;1.61;5036.4;-5.39;-0.71;-631758.58
691.3;35.09;1.57;5049.05;-5.37;-0.73;-637802.24
691.4;35.15;1.53;5060.6;-5.35;-0.75;-641973.54
691.5;35.24;1.49;5071;-5.33;-0.76;-644203.03
691.6;35.36;1.45;5080.23;-5.3;-0.77;-644505.16
691.7;35.52;1.41;5088.23;-5.27;-0.76;-642934.45
691.8;35.72;1.36;5094.96;-5.25;-0.75;-639443.77
691.9;35.95;1.32;5100.44;-5.22;-0.74;-634551.21
692;36.23;1.28;5104.7;-5.19;-0.72;-628799.12
692.1;36.55;1.23;5107.81;-5.16;-0.7;-622459.01
692.2;36.9;1.19;5109.85;-5.13;-0.67;-614708.64
692.3;37.31;1.13;5110.92;-5.09;-0.64;-606563.95
692.4;37.75;1.08;5111.11;-5.06;-0.62;-598973.24
692.5;38.23;1.03;5110.36;-5.02;-0.59;-592300.98
692.6;38.73;0.98;5108.63;-4.99;-0.57;-584696.18
692.7;39.26;0.94;5105.91;-4.95;-0.53;-575388.37
692.8;39.8;0.9;5102.31;-4.91;-0.49;-564143
692.9;40.35;0.86;5097.96;-4.87;-0.44;-551477.53
693;40.88;0.84;5092.97;-4.83;-0.39;-538316.07
693.1;41.39;0.83;5087.45;-4.79;-0.34;-525230.05
693.2;41.86;0.83;5081.5;-4.75;-0.29;-512341.72
693.3;42.29;0.84;5075.24;-4.71;-0.24;-499543.03
693.4;42.67;0.85;5068.71;-4.66;-0.2;-486768.6
693.5;42.98;0.87;5061.93;-4.62;-0.15;-474538.29
693.6;43.24;0.9;5054.84;-4.58;-0.11;-462397.33
693.7;43.43;0.92;5047.41;-4.53;-0.07;-450248.08
693.8;43.55;0.94;5039.62;-4.49;-0.03;-438547.42
693.9;43.61;0.94;5031.57;-4.44;0.01;-427248.36
694;43.62;0.94;5023.38;-4.4;0.04;-416476.74
694.1;43.58;0.92;5015.16;-4.36;0.07;-406409.89
694.2;43.5;0.88;5006.95;-4.31;0.1;-397190.1
694.3;43.39;0.83;4998.69;-4.27;0.12;-388909.87
694.4;43.26;0.75;4990.33;-4.22;0.14;-381345.6
694.5;43.12;0.66;4981.85;-4.18;0.15;-374239.07
694.6;42.98;0.55;4973.22;-4.14;0.17;-368556.79
694.7;42.85;0.42;4964.45;-4.09;0.18;-362857.28
694.8;42.72;0.28;4955.54;-4.05;0.19;-358335.48
694.9;42.61;0.12;4946.45;-4.01;0.19;-355756.92
695;42.52;-0.04;4937.14;-3.97;0.18;-355245.77
695.1;42.45;-0.21;4927.59;-3.93;0.17;-356449.32
695.2;42.4;-0.39;4917.74;-3.89;0.16;-358839.93
695.3;42.37;-0.58;4907.52;-3.85;0.15;-361897.83
695.4;42.35;-0.76;4896.83;-3.81;0.13;-365162.36
695.5;42.35;-0.95;4885.59;-3.77;0.12;-368235.4
695.6;42.37;-1.14;4873.77;-3.73;0.11;-370791.5
695.7;42.39;-1.33;4861.39;-3.7;0.1;-372582.01
695.8;42.43;-1.52;4848.48;-3.66;0.09;-373443.38
695.9;42.48;-1.71;4835.01;-3.63;0.09;-373514.46
696;42.54;-1.89;4820.88;-3.59;0.08;-373031.68
696.1;42.62;-2.07;4805.96;-3.56;0.09;-372094.89
696.2;42.71;-2.24;4790.09;-3.52;0.09;-370733.94
696.3;42.83;-2.4;4773.15;-3.49;0.09;-369551.11
696.4;42.96;-2.55;4755.09;-3.46;0.09;-368391.14
696.5;43.13;-2.68;4735.91;-3.43;0.1;-367025.79
696.6;43.31;-2.8;4715.69;-3.4;0.1;-365623.04
696.7;43.52;-2.9;4694.5;-3.37;0.1;-364710.13
696.8;43.75;-2.98;4672.39;-3.35;0.1;-364802.29
696.9;44;-3.04;4649.36;-3.32;0.1;-365953.64
697;44.26;-3.07;4625.34;-3.3;0.09;-367827.75
697.1;44.53;-3.08;4600.22;-3.27;0.09;-369982.26
697.2;44.79;-3.07;4573.88;-3.25;0.08;-372014
697.3;45.05;-3.03;4546.25;-3.23;0.07;-373468.9
697.4;45.28;-2.97;4517.33;-3.21;0.07;-374046.05
697.5;45.48;-2.89;4487.27;-3.19;0.07;-373685.13
697.6;45.65;-2.79;4456.27;-3.17;0.07;-372424.98
697.7;45.78;-2.66;4424.53;-3.15;0.08;-370423.13
697.8;45.86;-2.53;4392.21;-3.13;0.08;-367867.17
697.9;45.89;-2.37;4359.4;-3.11;0.09;-364956.26
698;45.87;-2.21;4326.1;-3.1;0.09;-361704.36
698.1;45.82;-2.04;4292.34;-3.08;0.1;-357326.55
698.2;45.73;-1.86;4258.12;-3.07;0.1;-352792.1
698.3;45.61;-1.67;4223.41;-3.05;0.11;-349094.24
698.4;45.48;-1.49;4188.25;-3.04;0.11;-345941.72
698.5;45.36;-1.3;4152.75;-3.02;0.11;-342899.51
698.6;45.24;-1.12;4117.12;-3.01;0.12;-339784.96
698.7;45.15;-0.93;4081.59;-3;0.12;-336616.98
698.8;45.1;-0.76;4046.34;-2.98;0.13;-333582.32
698.9;45.1;-0.58;4011.48;-2.97;0.14;-330896.97
699;45.16;-0.42;3977.09;-2.96;0.14;-328613.46
699.1;45.28;-0.27;3943.2;-2.95;0.15;-326661.04
699.2;45.46;-0.12;3909.85;-2.93;0.15;-325083.12
699.3;45.69;0.01;3877.07;-2.92;0.16;-323969.09
699.4;45.98;0.12;3844.9;-2.91;0.17;-323032.54
699.5;46.32;0.22;3813.38;-2.9;0.17;-321647.56
699.6;46.68;0.31;3782.59;-2.89;0.19;-319156.92
699.7;47.05;0.37;3752.7;-2.87;0.21;-314734.48
699.8;47.43;0.42;3723.91;-2.86;0.23;-307515.01
699.9;47.79;0.44;3696.44;-2.85;0.27;-297462.63
700;48.11;0.45;3670.42;-2.84;0.31;-285071.82
700.1;48.39;0.43;3645.88;-2.83;0.36;-271093.98
700.2;48.61;0.39;3622.8;-2.82;0.41;-256032.02
700.3;48.76;0.34;3601.23;-2.81;0.46;-240215.71
700.4;48.84;0.27;3581.23;-2.8;0.52;-223842.65
700.5;48.85;0.18;3562.85;-2.79;0.56;-208459.82
700.6;48.8;0.08;3546.41;-2.78;0.62;-190329.36
700.7;48.67;-0.03;3532.21;-2.77;0.66;-173442.45
700.8;48.5;-0.15;3520.32;-2.76;0.69;-162060.35
700.9;48.28;-0.28;3510.75;-2.75;0.71;-154096.57
701;48.03;-0.41;3503.54;-2.74;0.72;-148888.97
701.1;47.76;-0.54;3498.71;-2.73;0.72;-146237.34
701.2;47.49;-0.68;3496.17;-2.73;0.71;-145580.5
701.3;47.21;-0.81;3495.86;-2.72;0.7;-146342.16
701.4;46.95;-0.95;3497.73;-2.71;0.69;-148095.76
701.5;46.69;-1.08;3501.85;-2.7;0.68;-150697.62
701.6;46.45;-1.22;3508.33;-2.69;0.66;-154072.07
701.7;46.22;-1.35;3517.29;-2.69;0.65;-157519.34
701.8;46;-1.49;3528.73;-2.68;0.63;-160840.95
701.9;45.77;-1.62;3542.46;-2.67;0.62;-163971.38
702;45.53;-1.75;3558.15;-2.67;0.61;-166841.84
702.1;45.26;-1.87;3575.41;-2.66;0.6;-169363.43
702.2;44.95;-1.99;3593.97;-2.66;0.59;-171527.05
702.3;44.59;-2.11;3613.68;-2.65;0.58;-173319.2
702.4;44.18;-2.22;3634.47;-2.65;0.57;-175454.56
702.5;43.7;-2.31;3656.27;-2.64;0.56;-177765.92
702.6;43.17;-2.4;3679;-2.64;0.55;-180117.2
702.7;42.58;-2.47;3702.55;-2.64;0.53;-183238.14
702.8;41.95;-2.53;3726.76;-2.64;0.5;-187512.35
702.9;41.29;-2.57;3751.36;-2.64;0.48;-192912.24
703;40.63;-2.59;3775.95;-2.64;0.44;-199945.51
703.1;39.98;-2.6;3800.1;-2.65;0.41;-207316.82
703.2;39.38;-2.58;3823.49;-2.65;0.38;-214778.36
703.3;38.85;-2.54;3845.94;-2.66;0.35;-222198.86
703.4;38.42;-2.49;3867.42;-2.66;0.32;-229383.96
703.5;38.12;-2.41;3887.98;-2.67;0.29;-236179.24
703.6;37.97;-2.31;3907.67;-2.68;0.26;-242456.59
703.7;37.99;-2.18;3926.43;-2.69;0.25;-248009.18
703.8;38.2;-2.04;3944.17;-2.71;0.23;-252557.86
703.9;38.59;-1.88;3960.69;-2.72;0.23;-255815.81
704;39.17;-1.7;3975.83;-2.74;0.23;-257155.5
704.1;39.93;-1.51;3989.41;-2.75;0.24;-256659.77
704.2;40.84;-1.3;4001.34;-2.77;0.26;-254727.83
704.3;41.89;-1.07;4011.61;-2.79;0.29;-251852.28
704.4;43.03;-0.84;4020.35;-2.81;0.32;-248705.33
704.5;44.24;-0.6;4027.76;-2.83;0.35;-245586.27
704.6;45.48;-0.36;4034.1;-2.86;0.38;-242561.2
704.7;46.7;-0.12;4039.54;-2.88;0.42;-239699.86
704.8;47.87;0.12;4044.19;-2.91;0.45;-237358.52
704.9;48.95;0.35;4048.07;-2.93;0.47;-236747.93
705;49.9;0.58;4051.26;-2.96;0.5;-235381.04
705.1;50.7;0.8;4053.88;-2.99;0.52;-234211.25
705.2;51.33;1.01;4056.09;-3.02;0.53;-233038.39
705.3;51.77;1.22;4058.09;-3.05;0.54;-232290.35
705.4;52.03;1.41;4060.04;-3.08;0.54;-233405.48
705.5;52.1;1.6;4062.11;-3.12;0.53;-235521.83
705.6;51.99;1.78;4064.45;-3.15;0.52;-238444.6
705.7;51.73;1.96;4067.27;-3.18;0.5;-242553.71
705.8;51.33;2.13;4070.72;-3.22;0.48;-247378.52
705.9;50.83;2.3;4074.94;-3.25;0.45;-252531.85
706;50.24;2.46;4080.03;-3.28;0.42;-257707.53
706.1;49.6;2.62;4086.08;-3.32;0.39;-262939.79
706.2;48.93;2.76;4093.19;-3.35;0.36;-269397.94
706.3;48.27;2.89;4101.54;-3.39;0.32;-275786.32
706.4;47.63;3;4111.28;-3.42;0.29;-282322.72
706.5;47.02;3.09;4122.48;-3.45;0.26;-289293.88
706.6;46.47;3.15;4135.2;-3.48;0.22;-296219.5
706.7;45.98;3.2;4149.46;-3.51;0.19;-303213.26
706.8;45.56;3.21;4165.33;-3.54;0.16;-310528.28
706.9;45.2;3.21;4182.85;-3.57;0.13;-318248.67
707;44.9;3.18;4202.03;-3.6;0.11;-326340.32
707.1;44.65;3.12;4222.86;-3.62;0.08;-335295.85
707.2;44.44;3.06;4245.33;-3.65;0.05;-344901.47
707.3;44.28;2.98;4269.42;-3.67;0.02;-354597.41
707.4;44.14;2.9;4295.22;-3.7;-0.01;-363793.71
707.5;44.03;2.83;4322.78;-3.72;-0.03;-372268.85
707.6;43.94;2.76;4352.16;-3.74;-0.05;-379829.06
707.7;43.87;2.7;4383.36;-3.76;-0.07;-386328.94
707.8;43.83;2.65;4416.34;-3.78;-0.09;-392052.02
707.9;43.81;2.62;4451.02;-3.79;-0.1;-397292.5
708;43.83;2.6;4487.32;-3.81;-0.11;-402068.22
708.1;43.89;2.58;4525.12;-3.82;-0.12;-408236.57
708.2;44;2.58;4564.32;-3.84;-0.13;-412387.53
708.3;44.16;2.57;4604.83;-3.85;-0.13;-415832.85
708.4;44.39;2.56;4646.59;-3.86;-0.13;-418706.81
708.5;44.68;2.54;4689.53;-3.87;-0.12;-421838.76
708.6;45.04;2.51;4733.74;-3.88;-0.12;-423197.69
708.7;45.45;2.45;4779.25;-3.89;-0.11;-424412.28
708.8;45.91;2.37;4825.98;-3.89;-0.1;-425722.19
708.9;46.41;2.27;4873.79;-3.9;-0.08;-427061.69
709;46.91;2.14;4922.48;-3.91;-0.07;-428353.85
709.1;47.42;2;4971.88;-3.91;-0.06;-429629.51
709.2;47.89;1.83;5021.81;-3.92;-0.05;-430871.73
709.3;48.3;1.66;5072.09;-3.92;-0.03;-432089.54
709.4;48.64;1.47;5122.6;-3.92;-0.02;-433295.44
709.5;48.88;1.29;5173.23;-3.93;-0.01;-434500.27
709.6;49;1.1;5223.94;-3.93;-0.01;-435608.51
709.7;48.99;0.93;5274.66;-3.94;0;-436335.78
709.8;48.85;0.77;5325.31;-3.94;0;-436683.35
709.9;48.57;0.61;5375.75;-3.95;0;-436679.38
710;48.16;0.48;5425.73;-3.95;0;-436609.11
710.1;47.64;0.36;5474.96;-3.96;0;-436788.27
710.2;47.02;0.26;5523.18;-3.97;-0.01;-437465.68
710.3;46.35;0.18;5570.16;-3.97;-0.03;-439313.6
710.4;45.64;0.11;5615.79;-3.98;-0.04;-440771.46
710.5;44.93;0.06;5659.99;-3.99;-0.06;-442260.95
710.6;44.25;0.02;5702.7;-4;-0.07;-444828.9
710.7;43.65;0;5743.83;-4.01;-0.09;-447740.49
710.8;43.15;-0.01;5783.28;-4.02;-0.11;-451178.92
710.9;42.78;0.01;5820.92;-4.03;-0.13;-455343.43
711;42.57;0.03;5856.59;-4.05;-0.15;-460426.25
711.1;42.51;0.07;5890.07;-4.06;-0.17;-466572.35
711.2;42.62;0.13;5921.12;-4.08;-0.19;-473730.29
711.3;42.9;0.2;5949.58;-4.1;-0.21;-481807.53
711.4;43.33;0.28;5975.36;-4.11;-0.23;-490429.98
711.5;43.9;0.37;5998.5;-4.13;-0.25;-499154.86
711.6;44.57;0.46;6019.07;-4.15;-0.26;-507777.27
711.7;45.32;0.56;6037.17;-4.17;-0.28;-516132.04
711.8;46.11;0.65;6052.88;-4.19;-0.29;-524052.75
711.9;46.9;0.74;6066.21;-4.21;-0.3;-531440.11
712;47.67;0.82;6077.15;-4.24;-0.31;-538243.01
712.1;48.38;0.9;6085.65;-4.26;-0.32;-544516.42
712.2;49;0.96;6091.65;-4.28;-0.32;-550270.89
712.3;49.51;1.01;6095.11;-4.31;-0.33;-555424.55
712.4;49.9;1.05;6096.05;-4.33;-0.34;-559853.6
712.5;50.16;1.08;6094.59;-4.36;-0.35;-563314
712.6;50.29;1.11;6090.97;-4.38;-0.35;-565408.69
712.7;50.31;1.14;6085.5;-4.41;-0.35;-565741.31
712.8;50.23;1.16;6078.49;-4.43;-0.35;-565854.4
712.9;50.07;1.2;6070.15;-4.46;-0.36;-566751.55
713;49.86;1.24;6060.55;-4.48;-0.37;-568868.48
713.1;49.63;1.28;6049.67;-4.5;-0.39;-571707.95
713.2;49.4;1.34;6037.45;-4.53;-0.4;-575021.57
713.3;49.2;1.39;6023.91;-4.55;-0.42;-578740.22
713.4;49.06;1.45;6009.06;-4.57;-0.43;-582806.96
713.5;48.98;1.51;5993.05;-4.6;-0.45;-587377.34
713.6;49;1.56;5976.09;-4.62;-0.46;-592614.54
713.7;49.1;1.61;5958.47;-4.64;-0.47;-597616.16
713.8;49.29;1.63;5940.53;-4.66;-0.48;-603458.61
713.9;49.56;1.64;5922.54;-4.67;-0.49;-608681.32
714;49.89;1.63;5904.56;-4.69;-0.5;-614661.14
714.1;50.26;1.59;5886.47;-4.71;-0.51;-620710.16
714.2;50.64;1.53;5868.11;-4.72;-0.51;-626275.3
714.3;51.02;1.44;5849.38;-4.74;-0.51;-631377.94
714.4;51.36;1.33;5830.26;-4.75;-0.52;-636237.39
714.5;51.63;1.2;5810.82;-4.76;-0.52;-641131.28
714.6;51.82;1.05;5791.21;-4.77;-0.53;-645763.56
714.7;51.9;0.89;5771.65;-4.78;-0.53;-649355.68
714.8;51.87;0.72;5752.33;-4.79;-0.53;-651748.94
714.9;51.73;0.53;5733.47;-4.79;-0.54;-652856.79
715;51.46;0.35;5715.12;-4.8;-0.53;-652235.54
715.1;51.09;0.16;5697.21;-4.8;-0.53;-649630.6
715.2;50.63;-0.03;5679.51;-4.8;-0.52;-644773.58
715.3;50.1;-0.22;5661.74;-4.8;-0.51;-640109.9
715.4;49.53;-0.41;5643.82;-4.81;-0.49;-633607.03
715.5;48.94;-0.6;5625.82;-4.8;-0.47;-625554.45
715.6;48.38;-0.78;5607.87;-4.8;-0.45;-617853.66
715.7;47.86;-0.96;5590.11;-4.8;-0.43;-609451.61
715.8;47.41;-1.13;5572.69;-4.8;-0.4;-601116.32
715.9;47.05;-1.31;5555.67;-4.79;-0.38;-593098.79
716;46.8;-1.48;5539.05;-4.79;-0.35;-585216.24
716.1;46.67;-1.64;5522.74;-4.78;-0.32;-577206.62
716.2;46.66;-1.8;5506.57;-4.78;-0.29;-568980.86
716.3;46.76;-1.95;5490.32;-4.77;-0.26;-560715.54
716.4;46.95;-2.1;5473.81;-4.76;-0.22;-552787.14
716.5;47.23;-2.25;5457;-4.76;-0.19;-545572.69
716.6;47.56;-2.39;5439.99;-4.75;-0.15;-539328.93
716.7;47.92;-2.52;5422.93;-4.74;-0.12;-534156.18
716.8;48.27;-2.66;5405.93;-4.74;-0.1;-530039.94
716.9;48.58;-2.79;5388.96;-4.73;-0.08;-526937.96
717;48.84;-2.93;5371.93;-4.73;-0.06;-524926.3
717.1;49;-3.06;5354.67;-4.72;-0.04;-523638.82
717.2;49.06;-3.2;5337.01;-4.72;-0.03;-522521.31
717.3;48.98;-3.33;5318.8;-4.71;-0.03;-521187.48
717.4;48.77;-3.47;5299.92;-4.71;-0.02;-519333.53
717.5;48.43;-3.61;5280.31;-4.71;-0.02;-516844.16
717.6;47.94;-3.75;5259.99;-4.71;-0.01;-513802.54
717.7;47.34;-3.89;5239.01;-4.71;-0.01;-510080.41
717.8;46.62;-4.02;5217.44;-4.71;-0.01;-505493.64
717.9;45.82;-4.15;5195.23;-4.71;0;-499936.73
718;44.95;-4.27;5172.28;-4.71;0;-492946.76
718.1;44.03;-4.38;5148.46;-4.71;0.02;-484243.2
718.2;43.1;-4.48;5123.62;-4.72;0.03;-473920.08
718.3;42.17;-4.56;5097.67;-4.72;0.05;-462339.63
718.4;41.26;-4.64;5070.54;-4.73;0.08;-449801.69
718.5;40.39;-4.69;5042.24;-4.74;0.11;-436488.49
718.6;39.57;-4.73;5012.85;-4.75;0.14;-422558.04
718.7;38.81;-4.74;4982.47;-4.76;0.17;-408161.3
718.8;38.11;-4.74;4951.19;-4.77;0.21;-393365.95
718.9;37.47;-4.71;4919.11;-4.78;0.24;-378233.89
719;36.89;-4.65;4886.26;-4.79;0.28;-363103.59
719.1;36.35;-4.58;4852.68;-4.81;0.32;-347448.1
719.2;35.85;-4.47;4818.41;-4.83;0.36;-331404.8
719.3;35.39;-4.34;4783.51;-4.85;0.41;-315445.86
719.4;34.94;-4.17;4748.11;-4.87;0.45;-299896.28
719.5;34.51;-3.99;4712.39;-4.89;0.49;-285059.7
719.6;34.08;-3.78;4676.62;-4.91;0.52;-271281.91
719.7;33.67;-3.55;4641.08;-4.93;0.55;-258913.14
719.8;33.27;-3.29;4606.06;-4.96;0.58;-248024.32
719.9;32.89;-3.03;4571.8;-4.98;0.6;-240319.44
720;32.55;-2.75;4538.43;-5.01;0.6;-236588.46
720.1;32.24;-2.47;4505.97;-5.04;0.6;-236067.76
720.2;32;-2.18;4474.44;-5.06;0.59;-237914.73
720.3;31.84;-1.9;4443.89;-5.09;0.58;-241090.6
720.4;31.77;-1.62;4414.46;-5.12;0.56;-244570.38
720.5;31.82;-1.35;4386.35;-5.15;0.56;-247715.72
720.6;31.99;-1.09;4359.83;-5.18;0.55;-250373.45
720.7;32.3;-0.84;4335.13;-5.21;0.55;-252074.53
720.8;32.76;-0.6;4312.46;-5.24;0.56;-253449.19
720.9;33.36;-0.37;4291.96;-5.27;0.56;-255572.57
721;34.09;-0.15;4273.67;-5.3;0.57;-258221.62
721.1;34.96;0.06;4257.49;-5.33;0.57;-261680.64
721.2;35.94;0.26;4243.26;-5.36;0.57;-266350.88
721.3;37.01;0.46;4230.87;-5.39;0.57;-272211.54
721.4;38.15;0.64;4220.31;-5.43;0.57;-278579.43
721.5;39.33;0.83;4211.75;-5.46;0.57;-285164.02
721.6;40.52;1;4205.46;-5.49;0.57;-291659.8
721.7;41.68;1.16;4201.64;-5.52;0.57;-297075.1
721.8;42.8;1.31;4200.47;-5.55;0.58;-302555.17
721.9;43.84;1.44;4201.88;-5.58;0.56;-314206.68
722;44.78;1.56;4205.69;-5.61;0.53;-328669.94
722.1;45.59;1.67;4211.73;-5.64;0.5;-345142.64
722.2;46.27;1.76;4219.83;-5.68;0.45;-362714.94
722.3;46.81;1.82;4229.89;-5.71;0.41;-380367.18
722.4;47.2;1.88;4241.9;-5.73;0.36;-397603.73
722.5;47.44;1.92;4256.01;-5.76;0.31;-414776.29
722.6;47.55;1.95;4272.42;-5.79;0.26;-431522.44
722.7;47.53;1.97;4291.36;-5.82;0.21;-447426.62
722.8;47.39;1.99;4312.89;-5.85;0.16;-462128.03
722.9;47.16;2.02;4336.91;-5.87;0.11;-476410.98
723;46.86;2.05;4363.07;-5.89;0.06;-488350.1
723.1;46.49;2.08;4391.03;-5.92;0.01;-501272.31
723.2;46.08;2.13;4420.58;-5.94;-0.03;-512851.66
723.3;45.65;2.19;4451.61;-5.96;-0.07;-523428.92
723.4;45.2;2.26;4484.16;-5.98;-0.11;-533424.66
723.5;44.75;2.34;4518.32;-6;-0.15;-543152.16
723.6;44.3;2.42;4554.2;-6.01;-0.2;-553113.47
723.7;43.86;2.52;4591.84;-6.03;-0.24;-563273.47
723.8;43.43;2.61;4631.16;-6.04;-0.28;-573423.79
723.9;43.01;2.71;4671.94;-6.05;-0.32;-583871.66
724;42.59;2.79;4713.87;-6.06;-0.36;-595098.04
724.1;42.18;2.87;4756.65;-6.07;-0.4;-604699.47
724.2;41.77;2.94;4800.14;-6.07;-0.43;-612708.72
724.3;41.35;3;4844.25;-6.08;-0.47;-621115.23
724.4;40.92;3.05;4888.97;-6.08;-0.51;-631381.42
724.5;40.5;3.08;4934.29;-6.08;-0.56;-644150.73
724.6;40.07;3.09;4980.2;-6.08;-0.61;-657340.06
724.7;39.65;3.1;5026.62;-6.08;-0.66;-670921.97
724.8;39.24;3.09;5073.34;-6.08;-0.71;-684868.77
724.9;38.86;3.08;5120.11;-6.07;-0.76;-699045.28
725;38.52;3.05;5166.62;-6.07;-0.82;-713280.24
725.1;38.23;3.02;5212.65;-6.06;-0.87;-727385.03
725.2;38.01;2.98;5258.03;-6.05;-0.92;-741205.4
725.3;37.87;2.94;5302.69;-6.04;-0.97;-754429.35
725.4;37.84;2.89;5346.63;-6.02;-1.01;-766841.44
725.5;37.91;2.84;5389.81;-6.01;-1.05;-778275.36
725.6;38.09;2.78;5432.1;-5.99;-1.08;-788592.54
725.7;38.4;2.72;5473.33;-5.97;-1.11;-797711.8
725.8;38.83;2.66;5513.24;-5.95;-1.13;-805608.91
725.9;39.38;2.59;5551.57;-5.93;-1.14;-812191.91
726;40.03;2.52;5588.06;-5.9;-1.15;-817544.66
726.1;40.78;2.44;5622.5;-5.88;-1.15;-821164.05
726.2;41.59;2.36;5654.79;-5.85;-1.15;-822872.3
726.3;42.46;2.28;5684.86;-5.82;-1.13;-822686.08
726.4;43.34;2.18;5712.74;-5.79;-1.11;-820629.45
726.5;44.22;2.09;5738.45;-5.76;-1.08;-816682.46
726.6;45.05;1.99;5761.94;-5.73;-1.05;-810942.39
726.7;45.82;1.88;5783.08;-5.69;-1.01;-803616.55
726.8;46.49;1.77;5801.68;-5.66;-0.97;-794817.42
726.9;47.03;1.64;5817.52;-5.62;-0.93;-784612.43
727;47.43;1.51;5830.43;-5.59;-0.89;-773120.13
727.1;47.67;1.38;5840.3;-5.55;-0.84;-760551.38
727.2;47.73;1.24;5847.16;-5.51;-0.8;-747243.73
727.3;47.6;1.09;5851.1;-5.48;-0.77;-733650.81
727.4;47.3;0.94;5852.29;-5.44;-0.73;-720231.05
727.5;46.82;0.78;5850.85;-5.4;-0.71;-707301.08
727.6;46.18;0.63;5846.84;-5.36;-0.68;-695093.97
727.7;45.4;0.47;5840.29;-5.33;-0.67;-683847.96
727.8;44.51;0.32;5831.16;-5.29;-0.66;-673493.3
727.9;43.53;0.17;5819.41;-5.25;-0.65;-662059.75
728;42.5;0.03;5805.13;-5.21;-0.64;-649026
728.1;41.45;-0.11;5788.36;-5.17;-0.61;-634364.16
728.2;40.43;-0.25;5769.26;-5.13;-0.59;-618149.34
728.3;39.46;-0.38;5748.1;-5.09;-0.55;-600561.35
728.4;38.58;-0.51;5725.06;-5.05;-0.51;-581975.1
728.5;37.83;-0.64;5700.38;-5.01;-0.47;-563594.42
728.6;37.23;-0.77;5674.1;-4.97;-0.43;-547116.54
728.7;36.81;-0.9;5646.14;-4.92;-0.39;-533090.12
728.8;36.57;-1.04;5616.46;-4.88;-0.35;-520107.08
728.9;36.53;-1.18;5585.05;-4.84;-0.31;-507431.35
729;36.7;-1.33;5552.02;-4.8;-0.26;-494426
729.1;37.06;-1.47;5517.58;-4.75;-0.21;-481321.17
729.2;37.6;-1.62;5481.98;-4.71;-0.16;-468128.21
729.3;38.31;-1.76;5445.5;-4.67;-0.1;-454869.02
729.4;39.16;-1.89;5408.33;-4.63;-0.04;-441556.98
729.5;40.12;-2.01;5370.52;-4.58;0.02;-428606.09
729.6;41.16;-2.11;5332;-4.54;0.08;-414874.66
729.7;42.24;-2.2;5292.62;-4.5;0.15;-401462.64
729.8;43.32;-2.26;5252.18;-4.46;0.21;-389113.71
729.9;44.37;-2.31;5210.57;-4.43;0.27;-377521.34
730;45.34;-2.33;5167.84;-4.39;0.32;-366344.98
730.1;46.21;-2.32;5124.18;-4.35;0.38;-355483.19
730.2;46.94;-2.3;5079.91;-4.32;0.43;-345177.51
730.3;47.52;-2.27;5035.3;-4.28;0.47;-334900.6
730.4;47.93;-2.22;4990.6;-4.25;0.52;-324053.38
730.5;48.15;-2.18;4945.91;-4.22;0.56;-312237.72
730.6;48.19;-2.13;4901.19;-4.2;0.6;-299764.18
730.7;48.05;-2.09;4856.32;-4.17;0.63;-287930.19
730.8;47.74;-2.05;4811.05;-4.15;0.66;-274306.88
730.9;47.29;-2.03;4765.22;-4.12;0.7;-259716.41
731;46.73;-2.03;4718.86;-4.1;0.74;-244482.96
731.1;46.08;-2.04;4672.22;-4.08;0.77;-228592.65
731.2;45.37;-2.07;4625.68;-4.07;0.81;-212488.91
731.3;44.65;-2.11;4579.62;-4.05;0.84;-197832.21
731.4;43.96;-2.16;4534.35;-4.04;0.86;-186624.81
731.5;43.32;-2.22;4489.94;-4.03;0.86;-181749.33
731.6;42.76;-2.28;4446.5;-4.02;0.86;-176311.19
731.7;42.32;-2.34;4404.03;-4.01;0.85;-174208.34
731.8;42.02;-2.39;4362.31;-4.01;0.83;-176829.13
731.9;41.86;-2.44;4321;-4;0.81;-183151.09
732;41.86;-2.47;4279.96;-4;0.78;-190915.29
732.1;42.01;-2.49;4239.31;-4;0.75;-198604.89
732.2;42.31;-2.5;4199.42;-4;0.74;-204829.32
732.3;42.73;-2.49;4160.82;-4;0.73;-207771.09
732.4;43.26;-2.47;4123.95;-4;0.74;-208343.52
732.5;43.87;-2.43;4088.92;-4.01;0.74;-208574.99
732.6;44.51;-2.38;4055.65;-4.01;0.76;-208905.85
